 E              SP        Sig       dE     dN        SP1           Ions
    55.50       3.80E-17  1.39E-15    70.56  8.96E+14  9.84E-14     6817932
    56.50       3.37E-17  1.41E-15    71.19  8.87E+14  1.00E-13     6757404
    57.50       6.93E-17  1.41E-15    71.95  8.79E+14  1.02E-13     6686490
    58.50       3.98E-17  1.43E-15    72.49  8.69E+14  1.03E-13     6636583
    59.50       4.65E-17  1.44E-15    73.21  8.61E+14  1.05E-13     6571296
    60.50       4.02E-17  1.45E-15    73.84  8.52E+14  1.07E-13     6514851
    61.50       4.49E-17  1.46E-15    74.51  8.45E+14  1.09E-13     6456559
    62.50       4.60E-17  1.47E-15    75.10  8.37E+14  1.10E-13     6405611
    63.50       5.32E-17  1.48E-15    75.80  8.29E+14  1.12E-13     6346437
    64.50       4.32E-17  1.49E-15    76.65  8.22E+14  1.14E-13     6275785
    65.50       5.02E-17  1.50E-15    77.43  8.13E+14  1.16E-13     6212691
    66.50       4.70E-17  1.51E-15    78.28  8.06E+14  1.18E-13     6144948
    67.50       5.95E-17  1.52E-15    79.07  7.99E+14  1.20E-13     6084321
    68.50       6.96E-17  1.53E-15    79.84  7.92E+14  1.22E-13     6024859
    69.50       5.02E-17  1.54E-15    80.62  7.84E+14  1.25E-13     5967250
    70.50       8.38E-17  1.56E-15    81.40  7.77E+14  1.27E-13     5909969
    71.50       5.51E-17  1.57E-15    82.20  7.71E+14  1.29E-13     5852279
    72.50       6.96E-17  1.58E-15    82.87  7.63E+14  1.31E-13     5805044
    73.50       8.78E-17  1.59E-15    83.67  7.56E+14  1.33E-13     5749847
    74.50       9.18E-17  1.60E-15    84.40  7.50E+14  1.35E-13     5699487
    75.50       7.28E-17  1.61E-15    84.91  7.43E+14  1.37E-13     5665743
    76.50       6.14E-17  1.63E-15    85.18  7.36E+14  1.38E-13     5647525
    77.50       9.07E-17  1.64E-15    85.39  7.31E+14  1.40E-13     5634503
    78.50       9.08E-17  1.65E-15    85.75  7.24E+14  1.41E-13     5610032
    79.50       8.10E-17  1.66E-15    85.89  7.19E+14  1.43E-13     5600915
    80.50       6.96E-17  1.67E-15    86.23  7.13E+14  1.44E-13     5579174
    81.50       8.12E-17  1.69E-15    86.30  7.06E+14  1.46E-13     5574220
    82.50       6.83E-17  1.70E-15    86.50  6.99E+14  1.47E-13     5561566
    83.50       7.03E-17  1.71E-15    86.59  6.93E+14  1.48E-13     5555960
    84.50       8.39E-17  1.73E-15    86.73  6.87E+14  1.50E-13     5546766
    85.50       1.17E-16  1.74E-15    86.92  6.82E+14  1.51E-13     5534475
    86.50       9.43E-17  1.75E-15    87.02  6.75E+14  1.53E-13     5528705
    87.50       8.87E-17  1.77E-15    87.10  6.71E+14  1.54E-13     5523198
    88.50       9.28E-17  1.78E-15    87.18  6.63E+14  1.56E-13     5517773
    89.50       7.42E-17  1.80E-15    87.52  6.58E+14  1.58E-13     5496982
    90.50       8.53E-17  1.81E-15    87.72  6.53E+14  1.59E-13     5484276
    91.50       9.42E-17  1.83E-15    87.89  6.47E+14  1.61E-13     5473997
    92.50       9.06E-17  1.85E-15    88.05  6.41E+14  1.63E-13     5463654
    93.50       7.24E-17  1.86E-15    88.30  6.35E+14  1.65E-13     5448165
    94.50       8.98E-17  1.88E-15    88.42  6.29E+14  1.66E-13     5440639
    95.50       1.13E-16  1.90E-15    88.59  6.23E+14  1.68E-13     5430102
    96.50       8.49E-17  1.91E-15    88.78  6.18E+14  1.70E-13     5419204
    97.50       8.18E-17  1.93E-15    88.88  6.11E+14  1.72E-13     5412376
    98.50       8.33E-17  1.95E-15    88.99  6.06E+14  1.73E-13     5406164
    99.50       9.99E-17  1.97E-15    89.21  6.01E+14  1.75E-13     5392320
   100.50       1.04E-16  1.98E-15    89.28  5.94E+14  1.77E-13     5388201
   101.50       7.75E-17  2.00E-15    89.24  5.89E+14  1.79E-13     5391291
   102.50       8.70E-17  2.02E-15    89.12  5.83E+14  1.80E-13     5397833
   103.50       1.44E-16  2.04E-15    89.10  5.78E+14  1.81E-13     5399254
   104.50       9.35E-17  2.05E-15    89.04  5.72E+14  1.83E-13     5402702
   105.50       9.67E-17  2.07E-15    88.98  5.67E+14  1.84E-13     5406499
   106.50       9.13E-17  2.09E-15    88.94  5.62E+14  1.86E-13     5409214
   107.50       1.19E-16  2.10E-15    88.85  5.57E+14  1.87E-13     5414388
   108.50       8.52E-17  2.12E-15    88.73  5.52E+14  1.88E-13     5421826
   109.50       8.50E-17  2.14E-15    88.74  5.47E+14  1.90E-13     5421144
   110.50       1.07E-16  2.15E-15    88.67  5.43E+14  1.91E-13     5426349
   111.50       1.32E-16  2.17E-15    88.53  5.37E+14  1.92E-13     5433811
   112.50       7.96E-17  2.19E-15    88.58  5.33E+14  1.94E-13     5430600
   113.50       9.48E-17  2.20E-15    88.43  5.29E+14  1.95E-13     5440658
   114.50       9.10E-17  2.22E-15    88.33  5.24E+14  1.96E-13     5446878
   115.50       1.75E-16  2.23E-15    88.31  5.20E+14  1.97E-13     5448233
   116.50       1.00E-16  2.24E-15    88.27  5.16E+14  1.98E-13     5449705
   117.50       1.02E-16  2.26E-15    88.19  5.11E+14  1.99E-13     5455192
   118.50       1.24E-16  2.27E-15    88.24  5.08E+14  2.00E-13     5452500
   119.50       1.09E-16  2.29E-15    88.08  5.04E+14  2.01E-13     5462274
   120.50       1.12E-16  2.30E-15    88.02  5.00E+14  2.02E-13     5465675
   121.50       1.07E-16  2.31E-15    87.91  4.97E+14  2.03E-13     5472764
   122.50       9.49E-17  2.32E-15    88.04  4.93E+14  2.05E-13     5463969
   123.50       1.09E-16  2.34E-15    87.87  4.89E+14  2.06E-13     5475298
   124.50       8.95E-17  2.35E-15    87.85  4.86E+14  2.06E-13     5476589
   125.50       1.15E-16  2.36E-15    87.77  4.83E+14  2.07E-13     5480843
   126.50       1.27E-16  2.37E-15    87.66  4.79E+14  2.08E-13     5488160
   127.50       1.34E-16  2.38E-15    87.74  4.77E+14  2.09E-13     5483353
   128.50       1.07E-16  2.39E-15    87.58  4.74E+14  2.10E-13     5492910
   129.50       1.12E-16  2.41E-15    87.61  4.70E+14  2.11E-13     5491890
   130.50       1.46E-16  2.42E-15    87.50  4.67E+14  2.11E-13     5497646
   131.50       1.22E-16  2.42E-15    87.55  4.65E+14  2.12E-13     5495147
   132.50       9.71E-17  2.43E-15    87.51  4.62E+14  2.13E-13     5497718
   133.50       1.09E-16  2.44E-15    87.48  4.61E+14  2.14E-13     5499438
   134.50       1.03E-16  2.45E-15    87.39  4.58E+14  2.14E-13     5504966
   135.50       1.01E-16  2.46E-15    87.33  4.55E+14  2.15E-13     5509478
   136.50       1.12E-16  2.47E-15    87.29  4.52E+14  2.16E-13     5511592
   137.50       1.17E-16  2.48E-15    87.24  4.50E+14  2.16E-13     5514470
   138.50       1.28E-16  2.49E-15    87.28  4.48E+14  2.17E-13     5512129
   139.50       1.01E-16  2.49E-15    87.20  4.46E+14  2.17E-13     5516778
   140.50       1.03E-16  2.50E-15    87.19  4.44E+14  2.18E-13     5517916
   141.50       1.39E-16  2.51E-15    87.15  4.42E+14  2.19E-13     5520943
   142.50       1.02E-16  2.52E-15    87.12  4.40E+14  2.19E-13     5522074
   143.50       1.07E-16  2.53E-15    87.02  4.37E+14  2.20E-13     5528493
   144.50       1.08E-16  2.54E-15    86.96  4.35E+14  2.20E-13     5532266
   145.50       9.99E-17  2.54E-15    87.08  4.34E+14  2.21E-13     5524623
   146.50       1.64E-16  2.55E-15    86.90  4.32E+14  2.21E-13     5536200
   147.50       1.20E-16  2.55E-15    86.81  4.30E+14  2.22E-13     5541999
   148.50       1.20E-16  2.56E-15    86.88  4.28E+14  2.22E-13     5536882
   149.50       1.05E-16  2.57E-15    86.83  4.27E+14  2.23E-13     5540695
   150.50       1.27E-16  2.57E-15    86.68  4.25E+14  2.23E-13     5550773
   151.50       1.14E-16  2.58E-15    86.60  4.24E+14  2.24E-13     5555106
   152.50       1.11E-16  2.59E-15    86.60  4.22E+14  2.24E-13     5555223
   153.50       1.39E-16  2.59E-15    86.55  4.20E+14  2.25E-13     5558477
   154.50       1.27E-16  2.60E-15    86.53  4.19E+14  2.25E-13     5559947
   155.50       1.13E-16  2.60E-15    86.49  4.18E+14  2.25E-13     5562538
   156.50       1.65E-16  2.61E-15    86.49  4.16E+14  2.26E-13     5562468
   157.50       1.14E-16  2.62E-15    86.37  4.15E+14  2.26E-13     5569957
   158.50       1.39E-16  2.62E-15    86.40  4.13E+14  2.27E-13     5568716
   159.50       1.12E-16  2.63E-15    86.33  4.12E+14  2.27E-13     5572236
   160.50       1.70E-16  2.64E-15    86.30  4.11E+14  2.27E-13     5574264
   161.50       1.04E-16  2.64E-15    86.38  4.10E+14  2.28E-13     5569738
   162.50       1.74E-16  2.65E-15    86.29  4.09E+14  2.28E-13     5575071
   163.50       1.15E-16  2.66E-15    86.12  4.06E+14  2.29E-13     5586384
   164.50       1.22E-16  2.66E-15    86.27  4.07E+14  2.29E-13     5576540
   165.50       1.04E-16  2.66E-15    86.20  4.05E+14  2.30E-13     5581369
   166.50       1.07E-16  2.67E-15    86.13  4.03E+14  2.30E-13     5586005
   167.50       1.15E-16  2.67E-15    86.06  4.03E+14  2.30E-13     5589713
   168.50       1.06E-16  2.68E-15    86.04  4.02E+14  2.30E-13     5591751
   169.50       1.09E-16  2.69E-15    86.00  4.01E+14  2.31E-13     5593859
   170.50       1.08E-16  2.69E-15    85.92  3.99E+14  2.31E-13     5599597
   171.50       1.18E-16  2.70E-15    85.93  3.98E+14  2.32E-13     5598231
   172.50       1.13E-16  2.70E-15    85.98  3.98E+14  2.32E-13     5595541
   173.50       1.41E-16  2.71E-15    85.80  3.96E+14  2.32E-13     5607246
   174.50       1.13E-16  2.71E-15    85.76  3.95E+14  2.33E-13     5609915
   175.50       1.12E-16  2.72E-15    85.65  3.94E+14  2.33E-13     5617091
   176.50       9.97E-17  2.73E-15    85.57  3.93E+14  2.33E-13     5621810
   177.50       1.52E-16  2.73E-15    85.62  3.92E+14  2.34E-13     5619381
   178.50       1.55E-16  2.73E-15    85.52  3.91E+14  2.34E-13     5625022
   179.50       1.17E-16  2.74E-15    85.56  3.91E+14  2.34E-13     5622956
   180.50       1.12E-16  2.75E-15    85.48  3.90E+14  2.35E-13     5628284
   181.50       1.15E-16  2.75E-15    85.44  3.88E+14  2.35E-13     5630930
   182.50       1.05E-16  2.76E-15    85.26  3.88E+14  2.35E-13     5642199
   183.50       1.19E-16  2.76E-15    85.16  3.87E+14  2.35E-13     5649467
   184.50       1.21E-16  2.77E-15    85.18  3.85E+14  2.36E-13     5648232
   185.50       1.01E-16  2.77E-15    85.22  3.85E+14  2.36E-13     5645046
   186.50       1.09E-16  2.78E-15    85.18  3.85E+14  2.37E-13     5647917
   187.50       1.56E-16  2.78E-15    85.08  3.83E+14  2.37E-13     5654732
   188.50       1.04E-16  2.79E-15    84.96  3.82E+14  2.37E-13     5662174
   189.50       1.76E-16  2.79E-15    84.98  3.82E+14  2.37E-13     5661231
   190.50       1.24E-16  2.80E-15    84.91  3.80E+14  2.38E-13     5666233
   191.50       1.54E-16  2.81E-15    84.82  3.80E+14  2.38E-13     5672374
   192.50       1.29E-16  2.81E-15    84.75  3.78E+14  2.38E-13     5676064
   193.50       1.79E-16  2.82E-15    84.51  3.77E+14  2.38E-13     5693546
   194.50       1.15E-16  2.82E-15    84.68  3.77E+14  2.39E-13     5680934
   195.50       1.11E-16  2.83E-15    84.56  3.76E+14  2.39E-13     5689226
   196.50       1.37E-16  2.83E-15    84.53  3.75E+14  2.39E-13     5691511
   197.50       1.35E-16  2.84E-15    84.44  3.74E+14  2.40E-13     5697884
   198.50       1.09E-16  2.85E-15    84.27  3.73E+14  2.40E-13     5708742
   199.50       1.02E-16  2.85E-15    84.33  3.72E+14  2.40E-13     5705611
   200.50       2.05E-16  2.86E-15    84.13  3.72E+14  2.40E-13     5718626
   201.50       1.24E-16  2.86E-15    83.94  3.71E+14  2.40E-13     5730739
   202.50       1.21E-16  2.87E-15    83.79  3.70E+14  2.40E-13     5741425
   203.50       1.12E-16  2.88E-15    83.49  3.69E+14  2.40E-13     5763446
   204.50       1.06E-16  2.88E-15    83.44  3.68E+14  2.40E-13     5766138
   205.50       1.05E-16  2.89E-15    83.14  3.67E+14  2.40E-13     5786102
   206.50       1.09E-16  2.89E-15    83.11  3.66E+14  2.40E-13     5789159
   207.50       1.27E-16  2.90E-15    82.83  3.66E+14  2.40E-13     5808655
   208.50       1.29E-16  2.91E-15    82.63  3.64E+14  2.40E-13     5821627
   209.50       1.37E-16  2.91E-15    82.49  3.64E+14  2.40E-13     5832039
   210.50       1.18E-16  2.92E-15    82.29  3.63E+14  2.40E-13     5846861
   211.50       1.10E-16  2.93E-15    82.14  3.62E+14  2.40E-13     5857666
   212.50       1.12E-16  2.93E-15    81.92  3.61E+14  2.40E-13     5873329
   213.50       1.21E-16  2.94E-15    81.71  3.61E+14  2.40E-13     5887278
   214.50       1.27E-16  2.94E-15    81.62  3.59E+14  2.40E-13     5895570
   215.50       9.96E-17  2.94E-15    81.29  3.59E+14  2.39E-13     5917622
   216.50       1.09E-16  2.95E-15    81.24  3.57E+14  2.40E-13     5922716
   217.50       1.57E-16  2.96E-15    81.08  3.57E+14  2.40E-13     5933986
   218.50       1.01E-16  2.96E-15    80.86  3.56E+14  2.39E-13     5950778
   219.50       1.08E-16  2.97E-15    80.67  3.55E+14  2.39E-13     5964247
   220.50       1.10E-16  2.97E-15    80.47  3.55E+14  2.39E-13     5978020
   221.50       1.33E-16  2.98E-15    80.31  3.54E+14  2.39E-13     5990420
   222.50       1.07E-16  2.99E-15    80.14  3.53E+14  2.39E-13     6004100
   223.50       1.00E-16  2.99E-15    79.93  3.53E+14  2.39E-13     6019553
   224.50       1.38E-16  3.00E-15    79.84  3.51E+14  2.39E-13     6026424
   225.50       1.24E-16  3.00E-15    79.61  3.51E+14  2.39E-13     6042576
   226.50       9.68E-17  3.01E-15    79.46  3.49E+14  2.39E-13     6054985
   227.50       1.12E-16  3.01E-15    79.36  3.49E+14  2.39E-13     6061752
   228.50       9.91E-17  3.02E-15    79.07  3.48E+14  2.39E-13     6084605
   229.50       1.56E-16  3.03E-15    78.86  3.47E+14  2.39E-13     6101091
   230.50       1.13E-16  3.03E-15    78.83  3.47E+14  2.39E-13     6102146
   231.50       1.06E-16  3.04E-15    78.74  3.46E+14  2.39E-13     6111349
   232.50       1.32E-16  3.04E-15    78.48  3.45E+14  2.39E-13     6130134
   233.50       1.07E-16  3.05E-15    78.22  3.44E+14  2.39E-13     6150985
   234.50       1.13E-16  3.06E-15    78.26  3.43E+14  2.39E-13     6147222
   235.50       1.15E-16  3.06E-15    77.98  3.43E+14  2.39E-13     6169001
   236.50       1.23E-16  3.07E-15    77.82  3.42E+14  2.39E-13     6183543
   237.50       9.40E-17  3.07E-15    77.80  3.42E+14  2.39E-13     6183936
   238.50       9.57E-17  3.08E-15    77.56  3.41E+14  2.39E-13     6202710
   239.50       1.06E-16  3.08E-15    77.45  3.40E+14  2.39E-13     6212540
   240.50       9.33E-17  3.09E-15    77.28  3.39E+14  2.39E-13     6225640
   241.50       9.43E-17  3.09E-15    77.09  3.39E+14  2.38E-13     6239240
   242.50       1.13E-16  3.10E-15    76.95  3.38E+14  2.39E-13     6252851
   243.50       1.30E-16  3.11E-15    76.86  3.37E+14  2.39E-13     6259226
   244.50       1.25E-16  3.11E-15    76.77  3.37E+14  2.39E-13     6267092
   245.50       9.22E-17  3.12E-15    76.59  3.36E+14  2.39E-13     6281755
   246.50       9.74E-17  3.13E-15    76.45  3.35E+14  2.39E-13     6294260
   247.50       9.99E-17  3.13E-15    76.25  3.34E+14  2.39E-13     6307511
   248.50       1.02E-16  3.14E-15    76.11  3.34E+14  2.39E-13     6322077
   249.50       1.09E-16  3.14E-15    76.01  3.33E+14  2.39E-13     6328955
   250.50       1.13E-16  3.15E-15    75.89  3.32E+14  2.39E-13     6339722
   251.50       1.35E-16  3.15E-15    75.85  3.32E+14  2.39E-13     6342554
   252.50       1.05E-16  3.16E-15    75.56  3.31E+14  2.39E-13     6366740
   253.50       1.19E-16  3.17E-15    75.49  3.30E+14  2.39E-13     6373045
   254.50       1.16E-16  3.17E-15    75.36  3.30E+14  2.39E-13     6384510
   255.50       1.13E-16  3.18E-15    75.23  3.29E+14  2.39E-13     6394860
   256.50       9.94E-17  3.18E-15    75.11  3.28E+14  2.39E-13     6403963
   257.50       1.64E-16  3.19E-15    75.05  3.28E+14  2.39E-13     6412258
   258.50       2.44E-16  3.20E-15    74.93  3.27E+14  2.39E-13     6420088
   259.50       9.29E-17  3.20E-15    74.75  3.26E+14  2.39E-13     6437048
   260.50       1.17E-16  3.21E-15    74.53  3.26E+14  2.39E-13     6455220
   261.50       1.27E-16  3.21E-15    74.55  3.25E+14  2.40E-13     6455018
   262.50       1.07E-16  3.22E-15    74.35  3.25E+14  2.39E-13     6470127
   263.50       1.20E-16  3.23E-15    74.31  3.23E+14  2.40E-13     6475219
   264.50       9.86E-17  3.23E-15    74.18  3.23E+14  2.40E-13     6485524
   265.50       1.02E-16  3.24E-15    73.97  3.22E+14  2.40E-13     6501856
   266.50       1.14E-16  3.24E-15    73.97  3.22E+14  2.40E-13     6507169
   267.50       1.11E-16  3.25E-15    73.76  3.21E+14  2.40E-13     6520812
   268.50       1.25E-16  3.25E-15    73.74  3.21E+14  2.40E-13     6525572
   269.50       9.15E-17  3.26E-15    73.63  3.20E+14  2.40E-13     6533008
   270.50       1.07E-16  3.27E-15    73.50  3.19E+14  2.40E-13     6545590
   271.50       9.72E-17  3.27E-15    73.53  3.19E+14  2.40E-13     6542584
   272.50       1.09E-16  3.27E-15    73.26  3.19E+14  2.40E-13     6567953
   273.50       1.10E-16  3.28E-15    73.21  3.18E+14  2.40E-13     6571635
   274.50       1.35E-16  3.29E-15    72.97  3.17E+14  2.40E-13     6594125
   275.50       1.12E-16  3.30E-15    72.88  3.16E+14  2.40E-13     6600921
   276.50       1.13E-16  3.30E-15    72.88  3.16E+14  2.41E-13     6602152
   277.50       1.47E-16  3.31E-15    72.72  3.15E+14  2.41E-13     6615470
   278.50       1.03E-16  3.32E-15    72.54  3.15E+14  2.41E-13     6632063
   279.50       1.14E-16  3.32E-15    72.54  3.14E+14  2.41E-13     6633016
   280.50       1.03E-16  3.32E-15    72.34  3.14E+14  2.40E-13     6651508
   281.50       1.11E-16  3.33E-15    72.30  3.13E+14  2.41E-13     6653178
   282.50       2.90E-16  3.34E-15    72.22  3.13E+14  2.41E-13     6663927
   283.50       9.35E-17  3.34E-15    72.16  3.12E+14  2.41E-13     6664874
   284.50       1.05E-16  3.35E-15    71.94  3.11E+14  2.41E-13     6688906
   285.50       8.97E-17  3.35E-15    71.90  3.11E+14  2.41E-13     6690088
   286.50       1.96E-16  3.36E-15    72.01  3.10E+14  2.42E-13     6681767
   287.50       1.31E-16  3.37E-15    71.77  3.09E+14  2.42E-13     6704065
   288.50       9.85E-17  3.38E-15    71.67  3.09E+14  2.42E-13     6714091
   289.50       1.13E-16  3.38E-15    71.68  3.08E+14  2.42E-13     6712987
   290.50       1.02E-16  3.39E-15    71.48  3.07E+14  2.42E-13     6730150
   291.50       1.10E-16  3.39E-15    71.45  3.07E+14  2.42E-13     6732233
   292.50       1.16E-16  3.40E-15    71.36  3.07E+14  2.42E-13     6742418
   293.50       9.92E-17  3.41E-15    71.24  3.06E+14  2.43E-13     6752993
   294.50       9.55E-17  3.42E-15    71.16  3.05E+14  2.43E-13     6759874
   295.50       1.25E-16  3.42E-15    71.10  3.05E+14  2.43E-13     6767743
   296.50       1.04E-16  3.43E-15    71.04  3.04E+14  2.44E-13     6769725
   297.50       1.21E-16  3.43E-15    71.06  3.04E+14  2.44E-13     6774007
   298.50       1.39E-16  3.44E-15    70.94  3.03E+14  2.44E-13     6781528
   299.50       1.07E-16  3.45E-15    70.66  3.02E+14  2.44E-13     6809122
   300.50       1.44E-16  3.45E-15    70.74  3.02E+14  2.44E-13     6799570
   301.50       1.00E-16  3.46E-15    70.57  3.02E+14  2.44E-13     6819567
   302.50       9.64E-17  3.47E-15    70.57  3.01E+14  2.45E-13     6816019
   303.50       9.31E-17  3.48E-15    70.57  3.00E+14  2.45E-13     6818567
   304.50       1.29E-16  3.48E-15    70.46  3.00E+14  2.45E-13     6830150
   305.50       1.14E-16  3.49E-15    70.34  2.99E+14  2.45E-13     6839379
   306.50       9.63E-17  3.49E-15    70.26  2.99E+14  2.45E-13     6845724
   307.50       9.85E-17  3.50E-15    70.29  2.98E+14  2.46E-13     6847489
   308.50       1.04E-16  3.51E-15    70.12  2.98E+14  2.46E-13     6859239
   309.50       1.21E-16  3.52E-15    70.03  2.97E+14  2.46E-13     6872630
   310.50       1.00E-16  3.52E-15    70.05  2.97E+14  2.47E-13     6870186
   311.50       1.02E-16  3.53E-15    69.81  2.96E+14  2.46E-13     6891698
   312.50       9.86E-17  3.54E-15    69.84  2.95E+14  2.47E-13     6886526
   313.50       9.46E-17  3.54E-15    69.80  2.95E+14  2.47E-13     6893233
   314.50       9.52E-17  3.55E-15    69.62  2.94E+14  2.47E-13     6910374
   315.50       1.24E-16  3.55E-15    69.70  2.94E+14  2.48E-13     6905176
   316.50       9.19E-17  3.56E-15    69.61  2.93E+14  2.48E-13     6910320
   317.50       1.82E-16  3.57E-15    69.62  2.93E+14  2.49E-13     6910866
   318.50       1.06E-16  3.58E-15    69.45  2.92E+14  2.49E-13     6928742
   319.50       1.18E-16  3.59E-15    69.44  2.91E+14  2.49E-13     6926711
   320.50       1.65E-16  3.59E-15    69.28  2.91E+14  2.49E-13     6944997
   321.50       9.90E-17  3.60E-15    69.26  2.90E+14  2.49E-13     6946480
   322.50       9.16E-17  3.61E-15    69.25  2.90E+14  2.50E-13     6948385
   323.50       1.08E-16  3.61E-15    69.23  2.89E+14  2.50E-13     6949611
   324.50       9.59E-17  3.62E-15    69.08  2.89E+14  2.50E-13     6966045
   325.50       9.72E-17  3.63E-15    68.94  2.88E+14  2.50E-13     6979225
   326.50       1.84E-16  3.64E-15    68.94  2.88E+14  2.51E-13     6978438
   327.50       1.15E-16  3.64E-15    68.99  2.87E+14  2.51E-13     6972619
   328.50       1.18E-16  3.65E-15    68.86  2.87E+14  2.51E-13     6989559
   329.50       1.04E-16  3.66E-15    68.80  2.86E+14  2.52E-13     6990540
   330.50       9.47E-17  3.66E-15    68.75  2.86E+14  2.52E-13     6994697
   331.50       9.49E-17  3.68E-15    68.86  2.84E+14  2.54E-13     6987454
   332.50       1.10E-16  3.69E-15    68.63  2.84E+14  2.53E-13     7013115
   333.50       9.54E-17  3.69E-15    68.56  2.84E+14  2.53E-13     7016006
   334.50       1.07E-16  3.69E-15    68.49  2.84E+14  2.53E-13     7025343
   335.50       1.96E-16  3.70E-15    68.52  2.83E+14  2.54E-13     7021245
   336.50       9.50E-17  3.72E-15    68.41  2.82E+14  2.55E-13     7034563
